year,month,city,hotel_name,total_rooms,rooms_used,occupancy_rate,avg_price,room_revenue,food_revenue,total_revenue,employees,individual_guests,group_guests,total_guests,domestic_guests,japan_guests,korea_guests,hk_mo_guests,usa_guests,domestic_ratio,international_ratio,individual_ratio,revpar,star_rank,star_rating,has_star
2023,1,花蓮縣,瑞穗天合國際觀光酒店,198.0,3305,53.84490061909417,19347.94795763994,63944968,6452255,72270355,220,8196,2075,10271,10204,17,1,7,5,0.9934767792814722,0.006523220718527845,0.7979748807321585,10417.883349625285,5.0,五星級,1
2023,1,花蓮縣,美侖大飯店,299.0,3342,36.05566943575358,6457.350987432675,21580467,6055013,29954376,207,8742,538,9280,8997,24,22,0,160,0.9695043103448275,0.030495689655172464,0.9420258620689655,2328.2411263350946,5.0,五星級,1
2023,1,花蓮縣,花蓮翰品酒店,156.0,1368,28.287841191067,5333.964912280701,7296864,8409544,16227170,92,3764,426,4190,4123,28,0,6,5,0.9840095465393794,0.015990453460620557,0.8983293556085918,1508.863523573201,,無星等/未評鑑,0
2023,1,花蓮縣,遠雄悅來大飯店,381.0,5970,50.54610109220219,7295.053768844221,43551471,22829424,74448498,341,11048,4944,15992,15935,10,0,4,8,0.9964357178589295,0.0035642821410705183,0.6908454227113556,3687.3652527305057,5.0,五星級,1
2023,1,苗栗縣,馥藝金鬱金香酒店,191.0,3442,58.13207228508698,3531.787042417199,12156411,5881671,18388101,82,7906,758,8664,8567,5,1,32,2,0.9888042474607571,0.011195752539242876,0.9125115420129271,2053.1009964533014,3.0,三星級,1
2023,1,金門縣,陸島酒店,47.0,157,10.77556623198353,1665.222929936306,261440,28560,290000,11,20,337,357,357,0,0,0,0,1.0,0.0,0.056022408963585436,179.43719972546336,,無星等/未評鑑,0
2023,1,高雄市,寒軒國際大飯店,375.0,6247,53.737634408602155,3104.112213862654,19391389,24511811,44937263,194,9354,2852,12206,10899,571,158,35,106,0.8929215140095035,0.10707848599049652,0.7663444207766672,1668.0764731182796,5.0,五星級,1
2023,1,高雄市,承攜行旅 高雄六合館,269.0,2528,30.31538553783427,2466.087816455696,6234270,0,6234270,33,6942,562,7504,7469,0,0,35,0,0.9953358208955224,0.004664179104477584,0.9251066098081023,747.6040292601032,,無星等/未評鑑,0
2023,1,高雄市,晶英國際行館,147.0,1459,32.016677638797454,11415.66072652502,16655449,17964434,37644013,208,3026,41,3067,2892,17,7,6,77,0.9429409846755787,0.05705901532442126,0.9866318878382785,3654.915295150319,4.0,四星級,1
2023,1,高雄市,漢來大飯店,535.0,7834,47.2354537232439,5388.012764871075,42209692,106017978,193462588,767,14712,1397,16109,13598,367,234,75,387,0.8441244025079149,0.15587559749208513,0.9132782916382146,2545.052276153151,5.0,五星級,1
