date,year,month,horizon,city,hotel_name,actual_occupancy,predicted_occupancy,error,absolute_error
2026-05-01,2026,5,5,台中市,全國大飯店,49.53,53.50566800018625,3.9756680001862463,3.9756680001862463
2026-05-01,2026,5,5,南投縣,雲品溫泉酒店日月潭,64.19,68.49854975648465,4.308549756484652,4.308549756484652
2026-05-01,2026,5,5,南投縣,漢來日月行館,72.67,57.631560829955596,-15.038439170044406,15.038439170044406
2026-05-01,2026,5,5,南投縣,涵碧樓大飯店,74.87,74.14533789405989,-0.7246621059401122,0.7246621059401122
2026-05-01,2026,5,5,南投縣,日月潭力麗溫德姆溫泉酒店,41.03,49.25464150892381,8.22464150892381,8.22464150892381
2026-05-01,2026,5,5,高雄市,高雄萬豪酒店,59.150000000000006,66.70161468711004,7.551614687110032,7.551614687110032
2026-05-01,2026,5,5,台北市,台北寒舍艾美酒店,86.79,85.53272353757878,-1.2572764624212311,1.2572764624212311
2026-05-01,2026,5,5,台北市,台北漢來大飯店,60.99,55.64579359132965,-5.3442064086703525,5.3442064086703525
2026-05-01,2026,5,5,台北市,台北美福大飯店,64.36,68.9637365495453,4.603736549545303,4.603736549545303
2026-05-01,2026,5,5,台北市,台北艾麗酒店,80.91,79.88895265235301,-1.0210473476469843,1.0210473476469843
2026-05-01,2026,5,5,台東縣,台東桂田喜來登酒店,52.96999999999999,49.758238675078125,-3.2117613249218664,3.2117613249218664
2026-05-01,2026,5,5,台南市,遠百企業觀光旅館,15.05,13.864855070840806,-1.1851449291591951,1.1851449291591951
2026-05-01,2026,5,5,台南市,趣淘漫旅,69.08,54.64594844983248,-14.434051550167517,14.434051550167517
2026-05-01,2026,5,5,台南市,台糖長榮酒店(台南),77.21,65.40544646360937,-11.804553536390628,11.804553536390628
2026-05-01,2026,5,5,台南市,台南遠東香格里拉,76.79,74.19047443595313,-2.5995255640468713,2.5995255640468713
2026-05-01,2026,5,5,台南市,台南大飯店,81.56,62.179565533265894,-19.38043446673411,19.38043446673411
2026-05-01,2026,5,5,台南市,台南大員皇冠假日酒店,63.13999999999999,63.903148584033985,0.763148584033992,0.763148584033992
